main_colno	code	quality	ref	length	variant	genus	spec_epithet	cf	pair_name	survey	country	province	region	city	elev	lon	lat	prec	remark	genbank_id	sporocarp_sample_by	sporocarp_sample_date	dna_sample_by	dna_sample_date	pcr_by	pcr_date	seq_date	submitter	submit_date	ref_person	ref_date	author	doi	n_ch	loc_code	distance	direction	topo	habitat	local	specimen_id	locality_id
Sc29745	SSU	Excellent	Yes	550	NA	Lamproderma	ovoideum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Bystrinskiy Region	Esso	1100	158.800000	55.830000	150.0	LAMovo_KAM	MH930621	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_12_2017	13000.0	SE	Esso	alpine tundra at shallow SSW-exp. slopes, around shelter Esso 2	ca. 3 km SSW of Mt. Duigeren-Olengende	2497	190
Sc29981	SSU	Excellent	Yes	550	NA	Lamproderma	ovoideum	TRUE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	994	158.744444	53.251111	50.0	LAMovocf_KAM	MH930626	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_30a_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowfields in depressions, dry lichen tundra with small Pinus and Duschekia thickets, wind-exp. ridge	ca. 1 km SW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2733	224
Sc29756	SSU	Excellent	Yes	534	NA	Lamproderma	album	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Bystrinskiy Region	Esso	1075	158.797222	55.830000	75.0	LAMalb_KAM	MH930602	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_12a_2017	13000.0	SE	Esso	alpine tundra at shallow SE-exp. slopes, other side of the little valley to shelter Esso 2	ca. 3 km SSW of Mt. Duigeren-Olengende	2508	191
Sc29741	SSU	Excellent	Yes	548	NA	Lamproderma	aeneum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Bystrinskiy Region	Esso	947	158.775667	55.907417	15.0	LAMaen_KAM	MH930600	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_04d_2017	6000.0	SE	Esso	bottom of a side valley, Duschekia fruticosa thickets (transect), SW-exp. margin of a depression	valley of the Tschereminye rivulet, ca. 6 km N Mt. Duigeren-Olengende [plot Kam15]	2493	178
Sc29779	SSU	Excellent	Yes	545	NA	Lamproderma	acanthosporum	TRUE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Bystrinskiy Region	Esso	1075	158.797222	55.830000	75.0	LAMacacf_KAM	MH930597	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_12a_2017	13000.0	SE	Esso	alpine tundra at shallow SE-exp. slopes, other side of the little valley to shelter Esso 2	ca. 3 km SSW of Mt. Duigeren-Olengende	2531	191
Sc30012	SSU	Excellent	Undefined	546	NA	Meriderma	NA	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	742	158.714444	53.245139	50.0	ENE_KAM	MH930679	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	NA	NA	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_31a_2017	28000.0	N	Peropavlovsk-Kamchatskii	snowfields and Duschekia thickets, lower N-exp. slopes of the main valley (Suchaja Retschka)	ca. 3.9 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2764	226
Sc30000	SSU	Excellent	Undefined	546	NA	Meriderma	NA	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	823	158.733694	53.250806	15.0	ENE_KAM	MH930678	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	NA	NA	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_29_2017	30000.0	N	Peropavlovsk-Kamchatskii	mosaic of snowfields, tundra and Duschekia thickets, WNW-exp. slopes of a ridge	ca. 1 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2752	221
Sc29963	SSU	Excellent	Undefined	546	NA	Meriderma	NA	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	870	158.735000	53.250278	50.0	ENE_KAM	MH930677	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	NA	NA	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_29a_2017	30000.0	N	Peropavlovsk-Kamchatskii	small, W-exp. brook gully between dense Duschekia thickets, WNW-exp. slopes of the main valley (Suchaja Retschka)	ca. 1 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2715	222
Sc29905	SSU	Excellent	Yes	557	NA	Mucilago	crustacea	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	950	158.733889	53.261111	60.0	MUCcru_KAM	MH930687	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-19	2017-11-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_26_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowfields between dense Duschekia thickets, S-exp. slopes, near the private tourist station	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2657	216
Sc29958	SSU	Excellent	Undefined	546	NA	Meriderma	echinulatum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	870	158.735000	53.250278	50.0	MERech_LAM_KAM	MH930676	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	NA	NA	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_29a_2017	30000.0	N	Peropavlovsk-Kamchatskii	small, W-exp. brook gully between dense Duschekia thickets, WNW-exp. slopes of the main valley (Suchaja Retschka)	ca. 1 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2710	222
Sc29903	SSU	Excellent	Yes	542	NA	Physarum	alpinum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	950	158.733889	53.261111	60.0	PHYalp_PHYals_KAM	MH930698	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-09	2017-01-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_26_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowfields between dense Duschekia thickets, S-exp. slopes, near the private tourist station	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2655	216
Sc30022	SSU	Excellent	Yes	557	NA	Mucilago	crustacea	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	580	158.682861	53.229000	15.0	MUCcru_KAM	MH930688	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_33_2017	28000.0	N	Peropavlovsk-Kamchatskii	lowermost large snowfields in Betula ermanii stands, N-exp side of the main valley (Suchaja Retschka)	ca. 6 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2774	228
Sc30018	SSU	Excellent	Yes	553	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	742	158.714444	53.245139	50.0	DID_KAM	MN595462	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_31a_2017	28000.0	N	Peropavlovsk-Kamchatskii	snowfields and Duschekia thickets, lower N-exp. slopes of the main valley (Suchaja Retschka)	ca. 3.9 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2770	226
Sc30014	SSU	Excellent	Yes	545	NA	Diderma	alpinum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	742	158.714444	53.245139	50.0	DID_KAM	MN595461	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_31a_2017	28000.0	N	Peropavlovsk-Kamchatskii	snowfields and Duschekia thickets, lower N-exp. slopes of the main valley (Suchaja Retschka)	ca. 3.9 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2766	226
Sc30011	SSU	Excellent	Yes	553	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	742	158.714444	53.245139	50.0	DID_KAM	MN595460	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_31a_2017	28000.0	N	Peropavlovsk-Kamchatskii	snowfields and Duschekia thickets, lower N-exp. slopes of the main valley (Suchaja Retschka)	ca. 3.9 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2763	226
Sc30008	SSU	Excellent	Yes	553	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	750	158.717778	53.246111	60.0	DID_KAM	MN595459	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_31_2017	28000.0	N	Peropavlovsk-Kamchatskii	snowfields and Duschekia thickets, lower N-exp. slopes of the main valley (Suchaja Retschka)	ca. 3.5 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2760	225
Sc30007	SSU	Excellent	Yes	553	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	750	158.717778	53.246111	60.0	DID_KAM	MN595458	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_31_2017	28000.0	N	Peropavlovsk-Kamchatskii	snowfields and Duschekia thickets, lower N-exp. slopes of the main valley (Suchaja Retschka)	ca. 3.5 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2759	225
Sc30006	SSU	Excellent	Yes	552	NA	Diderma	niveum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	750	158.717778	53.246111	60.0	DID_KAM	MN595457	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_31_2017	28000.0	N	Peropavlovsk-Kamchatskii	snowfields and Duschekia thickets, lower N-exp. slopes of the main valley (Suchaja Retschka)	ca. 3.5 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2758	225
Sc30002	SSU	Excellent	Yes	545	NA	Diderma	alpinum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	750	158.717778	53.246111	60.0	DID_KAM	MN595456	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_31_2017	28000.0	N	Peropavlovsk-Kamchatskii	snowfields and Duschekia thickets, lower N-exp. slopes of the main valley (Suchaja Retschka)	ca. 3.5 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2754	225
Sc29997	SSU	Excellent	Yes	545	NA	Diderma	alpinum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	823	158.733694	53.250806	15.0	DID_KAM	MN595455	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_29_2017	30000.0	N	Peropavlovsk-Kamchatskii	mosaic of snowfields, tundra and Duschekia thickets, WNW-exp. slopes of a ridge	ca. 1 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2749	221
Sc29988	SSU	Excellent	Yes	553	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	994	158.744444	53.251111	50.0	DID_KAM	MN595454	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_30a_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowfields in depressions, dry lichen tundra with small Pinus and Duschekia thickets, wind-exp. ridge	ca. 1 km SW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2740	224
Sc29986	SSU	Excellent	Yes	553	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	994	158.744444	53.251111	50.0	DID_KAM	MN595453	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_30a_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowfields in depressions, dry lichen tundra with small Pinus and Duschekia thickets, wind-exp. ridge	ca. 1 km SW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2738	224
Sc29983	SSU	Excellent	Yes	553	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	994	158.744444	53.251111	50.0	DID_KAM	MN595452	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_30a_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowfields in depressions, dry lichen tundra with small Pinus and Duschekia thickets, wind-exp. ridge	ca. 1 km SW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2735	224
Sc29980	SSU	Excellent	Yes	555	NA	Diderma	kamchaticum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	994	158.744444	53.251111	50.0	DID_KAM	MN595451	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_30a_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowfields in depressions, dry lichen tundra with small Pinus and Duschekia thickets, wind-exp. ridge	ca. 1 km SW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2732	224
Sc29979	SSU	Excellent	Yes	555	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	823	158.733694	53.250806	15.0	DID_KAM	MN595450	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_29_2017	30000.0	N	Peropavlovsk-Kamchatskii	mosaic of snowfields, tundra and Duschekia thickets, WNW-exp. slopes of a ridge	ca. 1 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2731	221
Sc29971	SSU	Excellent	Yes	553	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	870	158.735000	53.250278	50.0	DID_KAM	MN595449	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_29a_2017	30000.0	N	Peropavlovsk-Kamchatskii	small, W-exp. brook gully between dense Duschekia thickets, WNW-exp. slopes of the main valley (Suchaja Retschka)	ca. 1 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2723	222
Sc29962	SSU	Excellent	Yes	555	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	870	158.735000	53.250278	50.0	DIDniv_KAM	MN595448	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-19	2017-11-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_29a_2017	30000.0	N	Peropavlovsk-Kamchatskii	small, W-exp. brook gully between dense Duschekia thickets, WNW-exp. slopes of the main valley (Suchaja Retschka)	ca. 1 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2714	222
Sc29957	SSU	Excellent	Yes	555	NA	Diderma	kamchaticum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	823	158.733694	53.250806	15.0	DIDniv_KAM	MN595447	Oleg Shchepin	2017-10-26	Oleg Shchepin	2017-10-26	Oleg Shchepin	2017-11-18	2017-11-26	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_29_2017	30000.0	N	Peropavlovsk-Kamchatskii	mosaic of snowfields, tundra and Duschekia thickets, WNW-exp. slopes of a ridge	ca. 1 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2709	221
Sc29956	SSU	Excellent	Yes	553	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	823	158.733694	53.250806	15.0	DIDniv_KAM	MN595446	Oleg Shchepin	2017-10-26	Oleg Shchepin	2017-10-26	Oleg Shchepin	2017-11-18	2017-11-26	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_29_2017	30000.0	N	Peropavlovsk-Kamchatskii	mosaic of snowfields, tundra and Duschekia thickets, WNW-exp. slopes of a ridge	ca. 1 km SSW station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2708	221
Sc29954	SSU	Excellent	Yes	555	NA	Diderma	kamchaticum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	864	158.729583	53.258111	15.0	DID_KAM	MN595445	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_27a_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowflieds between dense Duschekia thickets, upper S-exp. slopes (valley Suchaja Retschka)	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2706	218
Sc29953	SSU	Excellent	Yes	553	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	864	158.729583	53.258111	15.0	DID_KAM	MN595444	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_27a_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowflieds between dense Duschekia thickets, upper S-exp. slopes (valley Suchaja Retschka)	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2705	218
Sc29950	SSU	Readable	Yes	555	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	864	158.729583	53.258111	15.0	DID_KAM	MN595443	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	Oleg Shchepin	2017-11-23	2017-12-23	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_27a_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowflieds between dense Duschekia thickets, upper S-exp. slopes (valley Suchaja Retschka)	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2702	218
Sc29942	SSU	Excellent	Yes	552	NA	Diderma	niveum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	853	158.729667	53.257972	15.0	DIDniv_KAM	MN595442	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-19	2017-11-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_27_2017	30000.0	N	Peropavlovsk-Kamchatskii	small brook inbetween dense Duschekia thickets, S-exp. slopes (valley Suchaja Retschka)	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2694	217
Sc29941	SSU	Excellent	Yes	549	NA	Meriderma	aggregatum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	853	158.729667	53.257972	15.0	MERagg_KAM	MH930669	Oleg Shchepin	2017-10-26	Oleg Shchepin	2017-10-26	Oleg Shchepin	2017-11-18	2017-11-26	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_27_2017	30000.0	N	Peropavlovsk-Kamchatskii	small brook inbetween dense Duschekia thickets, S-exp. slopes (valley Suchaja Retschka)	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2693	217
Sc29939	SSU	Excellent	Yes	552	NA	Diderma	niveum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	853	158.729667	53.257972	15.0	DIDgloeur_KAM	MN595441	Oleg Shchepin	2017-10-26	Oleg Shchepin	2017-10-26	Oleg Shchepin	2017-11-18	2017-11-26	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_27_2017	30000.0	N	Peropavlovsk-Kamchatskii	small brook inbetween dense Duschekia thickets, S-exp. slopes (valley Suchaja Retschka)	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2691	217
Sc29938	SSU	Excellent	Yes	602	NA	Comatricha	nigricapillitia	TRUE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	853	158.729667	53.257972	15.0	MERfus_KAM	MH930530	Oleg Shchepin	2017-10-26	Oleg Shchepin	2017-10-26	Oleg Shchepin	2017-11-18	2017-11-26	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin	10.1016/j.funeco.2018.11.006	0	Kam_27_2017	30000.0	N	Peropavlovsk-Kamchatskii	small brook inbetween dense Duschekia thickets, S-exp. slopes (valley Suchaja Retschka)	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2690	217
Sc29935	SSU	Excellent	Yes	555	NA	Diderma	kamchaticum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	840	158.730000	53.257500	100.0	DIDniv_KAM	MN595440	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-19	2017-11-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_18c_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowfields between dense Duschekia thickets, S-exp. slopes in the valley (Suchaja Retschka) to the pass	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2687	215
Sc29933	SSU	Excellent	Yes	555	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	840	158.730000	53.257500	100.0	DIDniv_KAM	MN595439	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-19	2017-11-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_18c_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowfields between dense Duschekia thickets, S-exp. slopes in the valley (Suchaja Retschka) to the pass	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2685	215
Sc29932	SSU	Excellent	Yes	553	NA	Diderma	microcarpum	FALSE	S1 / SU19R	Kam_17	Russia	Kamchastkiy Krai	Elizovskiy Region	Petropavlovsk-Kamchastkiy	840	158.730000	53.257500	100.0	DIDniv_KAM	MN595438	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-07-24	Oleg Shchepin	2017-11-19	2017-11-24	Oleg Shchepin	2020-01-22	Oleg Shchepin	2020-01-23	Oleg Shchepin		0	Kam_18c_2017	30000.0	N	Peropavlovsk-Kamchatskii	snowfields between dense Duschekia thickets, S-exp. slopes in the valley (Suchaja Retschka) to the pass	near station of the Nalichevski Nature Park, shelter below Avatchinskaja volcano	2684	215
